TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	LEVENSHTEIN	DATE
,	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
Balkans	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
Afrique	B-LOC	_	_	_	_	_	_	_	ENDOFLINE		
et	O	_	_	_	_	_	_	_	_		
ailleurs	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
il	O	_	_	_	_	_	_	_	_		
n	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
existera	O	_	_	_	_	_	_	_	_		
pas	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
possibilités	O	_	_	_	_	_	_	_	ENDOFLINE		
pour	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
relations	O	_	_	_	_	_	_	_	_		
politiques	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
économiques	O	_	_	_	_	_	_	_	ENDOFLINE		
normales	O	_	_	_	_	_	_	_	_		
avec	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
Etat	O	_	_	_	_	_	_	_	_		
méconnaissant	O	_	_	_	_	_	_	_	ENDOFLINE		
systématiquement	O	_	_	_	_	_	_	_	_		
ses	O	_	_	_	_	_	_	_	_		
obligations	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
violant	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
parti	O	_	_	_	_	_	_	_	_		
pris	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
par	O	_	_	_	_	_	_	_	_		
brutale	O	_	_	_	_	_	_	_	_		
passion	O	_	_	_	_	_	_	_	ENDOFLINE		
révolutionnaire	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
lois	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
régissent	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
rapports	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
^	O	_	_	_	_	_	_	_	ENDOFLINE		
tre	O	_	_	_	_	_	_	_	_		
nations	O	_	_	_	_	_	_	_	_		
civilisées	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Les	O	_	_	_	_	_	_	_	_		
actuelles	O	_	_	_	_	_	_	_	_		
négociations	O	_	_	_	_	_	_	_	_		
économiques	O	_	_	_	_	_	_	_	ENDOFLINE		
germano	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
russes	O	_	_	_	_	_	_	_	_		
peuvent	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
elles	O	_	_	_	_	_	_	_	_		
modifier	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	ENDOFLINE		
quoi	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
ce	O	_	_	_	_	_	_	_	_		
soit	O	_	_	_	_	_	_	_	_		
cet	O	_	_	_	_	_	_	_	_		
état	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
choses	O	_	_	_	_	_	_	_	_		
?	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Ce	O	_	_	_	_	_	_	_	_		
n	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
est	O	_	_	_	_	_	_	_	ENDOFLINE		
guère	O	_	_	_	_	_	_	_	_		
vraisemblable	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Certainement	O	_	_	_	_	_	_	_	_		
on	O	_	_	_	_	_	_	_	_		
est	O	_	_	_	_	_	_	_	ENDOFLINE		
mieux	O	_	_	_	_	_	_	_	_		
renseigné	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
Berlin	B-LOC	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
partout	O	_	_	_	_	_	_	_	ENDOFLINE		
ailleurs	O	_	_	_	_	_	_	_	_		
sur	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
usure	O	_	_	_	_	_	_	_	_		
nrofonde	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	_		
régime	O	_	_	_	_	_	_	_	ENDOFLINE		
bolcheviste	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
On	O	_	_	_	_	_	_	_	_		
doit	O	_	_	_	_	_	_	_	_		
y	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER|ENDOFSENTENCE		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
«	O	_	_	_	_	_	_	_	_		
avoir	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
toute	O	_	_	_	_	_	_	_	_		
aide	O	_	_	_	_	_	_	_	_		
directe	O	_	_	_	_	_	_	_	ENDOFLINE		
ou	O	_	_	_	_	_	_	_	_		
indirecte	O	_	_	_	_	_	_	_	_		
assurée	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
Moscou	B-LOC	_	_	_	_	_	_	_	_		
ne	O	_	_	_	_	_	_	_	_		
fera	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	ENDOFLINE		
prolonger	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	_		
crise	O	_	_	_	_	_	_	_	_		
dont	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
peuple	O	_	_	_	_	_	_	_	_		
russe	O	_	_	_	_	_	_	_	_		
est	O	_	_	_	_	_	_	_	ENDOFLINE		
la	O	_	_	_	_	_	_	_	_		
première	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
douloureuse	O	_	_	_	_	_	_	_	_		
victime	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
mais	O	_	_	_	_	_	_	_	ENDOFLINE		
dont	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
effets	O	_	_	_	_	_	_	_	_		
se	O	_	_	_	_	_	_	_	_		
font	O	_	_	_	_	_	_	_	_		
sentir	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
monde	O	_	_	_	_	_	_	_	ENDOFLINE		
entier	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	_		
La	O	_	_	_	_	_	_	_	_		
politique	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
fois	O	_	_	_	_	_	_	_	_		
absurde	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	ENDOFLINE		
abominable	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	_		
consiste	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
vouloir	O	_	_	_	_	_	_	_	_		
sauver	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	ENDOFLINE		
révolution	O	_	_	_	_	_	_	_	_		
russe	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
organisant	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
révolution	O	_	_	_	_	_	_	_	ENDOFLINE		
universelle	O	_	_	_	_	_	_	_	_		
porto	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
réalité	O	_	_	_	_	_	_	_	_		
dos	O	_	_	_	_	_	_	_	_		
choses	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
contre	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
Allemagne	B-LOC	_	_	_	_	_	_	_	_		
comme	O	_	_	_	_	_	_	_	_		
contre	O	_	_	_	_	_	_	_	_		
toute	O	_	_	_	_	_	_	_	_		
*	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	ENDOFLINE		
autres	O	_	_	_	_	_	_	_	_		
puissances	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
c	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
est	O	_	_	_	_	_	_	_	_		
cela	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	_		
malgré	O	_	_	_	_	_	_	_	ENDOFLINE		
tout	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
doit	O	_	_	_	_	_	_	_	_		
faire	O	_	_	_	_	_	_	_	_		
logiquement	O	_	_	_	_	_	_	_	_		
obstacle	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
une	O	_	_	_	_	_	_	_	ENDOFLINE		
entente	O	_	_	_	_	_	_	_	_		
politique	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
économique	O	_	_	_	_	_	_	_	_		
durable	O	_	_	_	_	_	_	_	ENDOFLINE		
entre	O	_	_	_	_	_	_	_	_		
Moscou	B-LOC	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	_		
Berlin	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE		
Importante	O	_	_	_	_	_	_	_	_		
découverte	O	_	_	_	_	_	_	_	ENDOFLINE		
La	O	_	_	_	_	_	_	_	_		
circulation	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
richesses	O	_	_	_	_	_	_	_	_		
est	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	ENDOFLINE		
phénomène	O	_	_	_	_	_	_	_	_		
mystérieux	O	_	_	_	_	_	_	_	_		
dont	O	_	_	_	_	_	_	_	_		
per	O	_	_	_	_	_	_	_	_		
?	O	_	_	_	_	_	_	_	_		
oiîne	O	_	_	_	_	_	_	_	_		
jusqu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
à	O	_	_	_	_	_	_	_	ENDOFLINE		
présent	O	_	_	_	_	_	_	_	_		
n	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
a	O	_	_	_	_	_	_	_	_		
réussi	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
expliquer	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	ENDOFLINE		
mécanisme	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	_		
Dans	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
article	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
VAction	O	_	_	_	_	_	_	_	ENDOFLINE|PARTIAL-1:7		
française	O	_	_	_	_	_	_	_	_		
intitulé	O	_	_	_	_	_	_	_	_		
«	O	_	_	_	_	_	_	_	_		
Importante	O	_	_	_	_	_	_	_	_		
découverte	O	_	_	_	_	_	_	_	_		
»	O	_	_	_	_	_	_	_	ENDOFLINE		
M	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	I-PERS	_	_	_	_	_	_	_	_		
'	I-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
Bain	I-PERS	_	_	_	_	_	_	_	_		
ville	O	_	_	_	_	_	_	_	_		
souligne	O	_	_	_	_	_	_	_	_		
«	O	_	_	_	_	_	_	_	_		
qu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
une	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
plus	O	_	_	_	_	_	_	_	ENDOFLINE		
récentes	O	_	_	_	_	_	_	_	_		
découvertes	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
on	O	_	_	_	_	_	_	_	_		
ait	O	_	_	_	_	_	_	_	_		
faites	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	ENDOFLINE		
cotte	O	_	_	_	_	_	_	_	_		
mystérieuse	O	_	_	_	_	_	_	_	_		
physiologie	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
c	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
est	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	ENDOFLINE		
ques	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
i	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
iu	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
transferts	O	_	_	_	_	_	_	_	_		
r	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
f	O	_	_	_	_	_	_	_	_		
r	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
p	O	_	_	_	_	_	_	_	_		
^	O	_	_	_	_	_	_	_	_		
nl	O	_	_	_	_	_	_	_	_		
plus	O	_	_	_	_	_	_	_	ENDOFLINE		
qu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
à	O	_	_	_	_	_	_	_	_		
un	O	_	_	_	_	_	_	_	_		
état	O	_	_	_	_	_	_	_	_		
primitif	O	_	_	_	_	_	_	_	_		
<	O	_	_	_	_	_	_	_	_		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER|ENDOFSENTENCE		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER|ENDOFSENTENCE		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	NOSPACEAFTER|ENDOFSENTENCE		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
:	O	_	_	_	_	_	_	_	NOSPACEAFTER		
:	O	_	_	_	_	_	_	_	_		
nées	O	_	_	_	_	_	_	_	ENDOFLINE		
humaines	O	_	_	_	_	_	_	_	_		
>	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Le	O	_	_	_	_	_	_	_	_		
président	B-PERS	_	_	_	_	_	_	_	_		
Coolidge	I-PERS	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
une	O	_	_	_	_	_	_	_	_		
part	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
écrit	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
il	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	ENDOFLINE		
M	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	I-PERS	_	_	_	_	_	_	_	_		
Streeemann	I-PERS	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
autte	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
sont	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
accord	O	_	_	_	_	_	_	_	_		
pour	O	_	_	_	_	_	_	_	ENDOFLINE		
signaler	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
jusqu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
ici	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
plan	O	_	_	_	_	_	_	_	_		
Dawes	B-PERS	_	_	_	_	_	_	_	_		
a	O	_	_	_	_	_	_	_	_		
été	O	_	_	_	_	_	_	_	ENDOFLINE		
exécuté	O	_	_	_	_	_	_	_	_		
grâce	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
prêts	O	_	_	_	_	_	_	_	_		
consentis	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	ENDOFLINE		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
Allemagne	B-LOC	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
ces	O	_	_	_	_	_	_	_	_		
prêts	O	_	_	_	_	_	_	_	_		
sont	O	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
origine	O	_	_	_	_	_	_	_	_		
:	O	_	_	_	_	_	_	_	ENDOFLINE		
ci	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
iue	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Comme	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
Etats	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
-	I-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
Unis	I-LOC	_	_	_	_	_	_	_	_		
sont	O	_	_	_	_	_	_	_	_		
eux	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
mêmes	O	_	_	_	_	_	_	_	ENDOFLINE		
payés	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
au	O	_	_	_	_	_	_	_	_		
titre	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
dettes	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
guerre	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
grâce	O	_	_	_	_	_	_	_	ENDOFLINE		
aux	O	_	_	_	_	_	_	_	_		
versements	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
Allemagne	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
ils	O	_	_	_	_	_	_	_	_		
lo	O	_	_	_	_	_	_	_	_		
sont	O	_	_	_	_	_	_	_	ENDOFLINE		
donc	O	_	_	_	_	_	_	_	_		
avec	O	_	_	_	_	_	_	_	_		
leur	O	_	_	_	_	_	_	_	_		
propre	O	_	_	_	_	_	_	_	_		
argent	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
venu	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	ENDOFLINE		
New	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
-	I-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
York	I-LOC	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
Berlin	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
passe	O	_	_	_	_	_	_	_	_		
n	O	_	_	_	_	_	_	_	_		
Paris	B-LOC	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	ENDOFLINE		
Londres	B-LOC	_	_	_	_	_	_	_	_		
d	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
où	O	_	_	_	_	_	_	_	_		
il	O	_	_	_	_	_	_	_	_		
retourne	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
New	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
-	I-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
York	I-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Cest	O	_	_	_	_	_	_	_	ENDOFLINE		
admirable	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
C	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
est	O	_	_	_	_	_	_	_	_		
plus	O	_	_	_	_	_	_	_	_		
fort	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
immortelle	O	_	_	_	_	_	_	_	ENDOFLINE		
découverte	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
Harvey	B-PERS	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Mais	O	_	_	_	_	_	_	_	_		
si	O	_	_	_	_	_	_	_	_		
c	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
est	O	_	_	_	_	_	_	_	_		
bien	O	_	_	_	_	_	_	_	_		
ainsi	O	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
ehoses	O	_	_	_	_	_	_	_	_		
ont	O	_	_	_	_	_	_	_	ENDOFLINE		
lieu	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
c	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
est	O	_	_	_	_	_	_	_	_		
à	O	_	_	_	_	_	_	_	_		
New	B-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
-	I-LOC	_	_	_	_	_	_	_	NOSPACEAFTER		
York	I-LOC	_	_	_	_	_	_	_	_		
que	O	_	_	_	_	_	_	_	_		
bat	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
cœur	O	_	_	_	_	_	_	_	_		
qui	O	_	_	_	_	_	_	_	ENDOFLINE		
renvoie	O	_	_	_	_	_	_	_	_		
les	O	_	_	_	_	_	_	_	_		
richesses	O	_	_	_	_	_	_	_	_		
dans	O	_	_	_	_	_	_	_	_		
le	O	_	_	_	_	_	_	_	_		
torrent	O	_	_	_	_	_	_	_	ENDOFLINE		
circulatoire	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Et	O	_	_	_	_	_	_	_	_		
si	O	_	_	_	_	_	_	_	_		
ce	O	_	_	_	_	_	_	_	_		
cœur	O	_	_	_	_	_	_	_	_		
cesse	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
battre	O	_	_	_	_	_	_	_	NOSPACEAFTER		
,	O	_	_	_	_	_	_	_	_		
ce	O	_	_	_	_	_	_	_	_		
sera	O	_	_	_	_	_	_	_	ENDOFLINE		
l	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
asphyxie	O	_	_	_	_	_	_	_	_		
et	O	_	_	_	_	_	_	_	_		
la	O	_	_	_	_	_	_	_	_		
mort	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
dettes	O	_	_	_	_	_	_	_	ENDOFLINE		
internationales	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFSENTENCE		
Les	O	_	_	_	_	_	_	_	_		
experts	O	_	_	_	_	_	_	_	_		
diront	O	_	_	_	_	_	_	_	_		
sans	O	_	_	_	_	_	_	_	_		
doute	O	_	_	_	_	_	_	_	_		
si	O	_	_	_	_	_	_	_	_		
tel	O	_	_	_	_	_	_	_	ENDOFLINE		
est	O	_	_	_	_	_	_	_	_		
bien	O	_	_	_	_	_	_	_	_		
lo	O	_	_	_	_	_	_	_	_		
uouvel	O	_	_	_	_	_	_	_	_		
état	O	_	_	_	_	_	_	_	_		
des	O	_	_	_	_	_	_	_	_		
connaissances	O	_	_	_	_	_	_	_	ENDOFLINE		
humaines	O	_	_	_	_	_	_	_	_		
en	O	_	_	_	_	_	_	_	_		
face	O	_	_	_	_	_	_	_	_		
du	O	_	_	_	_	_	_	_	_		
problème	O	_	_	_	_	_	_	_	_		
dos	O	_	_	_	_	_	_	_	ENDOFLINE		
réparations	O	_	_	_	_	_	_	_	NOSPACEAFTER		
.	O	_	_	_	_	_	_	_	ENDOFLINE|ENDOFSENTENCE		
Conséquence	O	_	_	_	_	_	_	_	_		
de	O	_	_	_	_	_	_	_	_		
deux	O	_	_	_	_	_	_	_	_		
accords	O	_	_	_	_	_	_	_	ENDOFLINE		
LE	O	_	_	_	_	_	_	_	_		
FAIT	O	_	_	_	_	_	_	_	_		
DU	O	_	_	_	_	_	_	_	_		
JOUR	O	_	_	_	_	_	_	_	ENDOFLINE		
L	O	_	_	_	_	_	_	_	NOSPACEAFTER		
'	O	_	_	_	_	_	_	_	NOSPACEAFTER		
accord	O	_	_	_	_	_	_	_	_		
politique	O	_	_	_	_	_	_	_	_		
anglo	O	_	_	_	_	_	_	_	NOSPACEAFTER		
-	O	_	_	_	_	_	_	_	NOSPACEAFTER		
italien	O	_	_	_	_	_	_	_	_		
